pi,trace(a),trace(g)
"tensor(2317.8806, device='cuda:0')","tensor(248803.3438, device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(21011.2773, device='cuda:0')","tensor(2313347.7500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2599.5073, device='cuda:0')","tensor(300690.7188, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(19721.7402, device='cuda:0')","tensor(2276312.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1765.7200, device='cuda:0')","tensor(137280.1875, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(24441.5742, device='cuda:0')","tensor(2161988.5000, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(3203.6238, device='cuda:0')","tensor(888248.5000, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(36223.6953, device='cuda:0')","tensor(7681162., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(42.9650, device='cuda:0')","tensor(10087.1748, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(76736.9609, device='cuda:0')","tensor(37578092., device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(91450.0703, device='cuda:0')","tensor(54985212., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(18587.1328, device='cuda:0')","tensor(20823280., device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(60706.9062, device='cuda:0')","tensor(23589562., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(10332.5020, device='cuda:0')","tensor(6325894.5000, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(49913.6484, device='cuda:0')","tensor(15252782., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(10867.3213, device='cuda:0')","tensor(6862228., device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(29436.6992, device='cuda:0')","tensor(6210646.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(6397.1377, device='cuda:0')","tensor(2318420.2500, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(21303.7949, device='cuda:0')","tensor(3806155.5000, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(4643.5737, device='cuda:0')","tensor(1152223., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(18872.0156, device='cuda:0')","tensor(2813613.2500, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(3124.7119, device='cuda:0')","tensor(510896., device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(16824.5684, device='cuda:0')","tensor(1430272.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1406.6116, device='cuda:0')","tensor(99725.9766, device='cuda:0')","tensor(0.0167, device='cuda:0')"
"tensor(16449.3535, device='cuda:0')","tensor(1391531.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1747.5151, device='cuda:0')","tensor(149775.4219, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(15391.8760, device='cuda:0')","tensor(1370088.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1991.2639, device='cuda:0')","tensor(185654.1250, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(14855.8252, device='cuda:0')","tensor(1345760.1250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1321.4708, device='cuda:0')","tensor(80716.1406, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(18082.8867, device='cuda:0')","tensor(1278953.3750, device='cuda:0')","tensor(0.0065, device='cuda:0')"
"tensor(2440.7583, device='cuda:0')","tensor(515665.4062, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(27810.5039, device='cuda:0')","tensor(4528206., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(32.7845, device='cuda:0')","tensor(5873.2339, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(78551.6250, device='cuda:0')","tensor(38819232., device='cuda:0')","tensor(0.0201, device='cuda:0')"
"tensor(92391.3750, device='cuda:0')","tensor(56315596., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(18925.5840, device='cuda:0')","tensor(21229908., device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(62571.6523, device='cuda:0')","tensor(24239052., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(10493.9590, device='cuda:0')","tensor(6406232.5000, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(51280.4492, device='cuda:0')","tensor(15597712., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11193.2646, device='cuda:0')","tensor(7165188., device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(29459.9551, device='cuda:0')","tensor(6260836., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(6581.1504, device='cuda:0')","tensor(2411044.5000, device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(21425.9727, device='cuda:0')","tensor(3682858., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(4593.6851, device='cuda:0')","tensor(1116383.2500, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(19182.7363, device='cuda:0')","tensor(2732405.2500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3127.1304, device='cuda:0')","tensor(507049.6562, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(16583.7031, device='cuda:0')","tensor(1381143.3750, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1406.8722, device='cuda:0')","tensor(99032.9922, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(16602.9102, device='cuda:0')","tensor(1341751.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1665.7061, device='cuda:0')","tensor(134892.7188, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(15700.0215, device='cuda:0')","tensor(1323420., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1886.0486, device='cuda:0')","tensor(166123.5625, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(14502.4023, device='cuda:0')","tensor(1302560., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1277.5260, device='cuda:0')","tensor(74959.8438, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(18035.3379, device='cuda:0')","tensor(1239117.6250, device='cuda:0')","tensor(0.0063, device='cuda:0')"
"tensor(2413.0793, device='cuda:0')","tensor(504316.1250, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(27899.2676, device='cuda:0')","tensor(4559689., device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(32.1397, device='cuda:0')","tensor(5644.4688, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(80898.1797, device='cuda:0')","tensor(41721228., device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(95329.2969, device='cuda:0')","tensor(60139904., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(19413.3203, device='cuda:0')","tensor(22595484., device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(64727.0859, device='cuda:0')","tensor(25960570., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(10730.7002, device='cuda:0')","tensor(6778083., device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(53220.3125, device='cuda:0')","tensor(16719687., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11563.1719, device='cuda:0')","tensor(7725174., device='cuda:0')","tensor(0.0192, device='cuda:0')"
"tensor(30107.0488, device='cuda:0')","tensor(6643274., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(6746.3013, device='cuda:0')","tensor(2560893.2500, device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(21699.4141, device='cuda:0')","tensor(3855766., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(4690.7871, device='cuda:0')","tensor(1169779.3750, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(19160.6152, device='cuda:0')","tensor(2857343.5000, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(3211.4214, device='cuda:0')","tensor(537098.1250, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(16805.9668, device='cuda:0')","tensor(1444798.2500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1441.5316, device='cuda:0')","tensor(104089.0938, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(16841.0918, device='cuda:0')","tensor(1400476.1250, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1657.4449, device='cuda:0')","tensor(133790.0625, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(15765.4551, device='cuda:0')","tensor(1384498.3750, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1888.9067, device='cuda:0')","tensor(166293.4688, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(14939.1387, device='cuda:0')","tensor(1370789.7500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1283.7535, device='cuda:0')","tensor(75622.2656, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(18529.6328, device='cuda:0')","tensor(1306989.7500, device='cuda:0')","tensor(0.0063, device='cuda:0')"
"tensor(2486.8457, device='cuda:0')","tensor(535941.0625, device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(28666.2285, device='cuda:0')","tensor(4816708.5000, device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(33.1146, device='cuda:0')","tensor(5992.1025, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(82702.3281, device='cuda:0')","tensor(43942536., device='cuda:0')","tensor(0.0206, device='cuda:0')"
"tensor(97798.7656, device='cuda:0')","tensor(63569848., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(19930.3672, device='cuda:0')","tensor(23992334., device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(64274.1328, device='cuda:0')","tensor(27320808., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(11045.5869, device='cuda:0')","tensor(7226098., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(53974.5703, device='cuda:0')","tensor(17587536., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11747.1025, device='cuda:0')","tensor(8024271., device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(31766.3828, device='cuda:0')","tensor(7046708., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(6888.1162, device='cuda:0')","tensor(2684404., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(22642.7520, device='cuda:0')","tensor(4188228.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(4879.1743, device='cuda:0')","tensor(1270452.2500, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(19531.9395, device='cuda:0')","tensor(3082776.5000, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(3312.3333, device='cuda:0')","tensor(569021.8125, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(17638.4707, device='cuda:0')","tensor(1558125., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1490.1660, device='cuda:0')","tensor(110872.0547, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(17254.8867, device='cuda:0')","tensor(1511638.7500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1770.7980, device='cuda:0')","tensor(152057.3438, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(17044.4316, device='cuda:0')","tensor(1492026.2500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2013.2340, device='cuda:0')","tensor(189344.2344, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(15607.3379, device='cuda:0')","tensor(1470517.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1362.4515, device='cuda:0')","tensor(84801.4531, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(19060.8789, device='cuda:0')","tensor(1399690.1250, device='cuda:0')","tensor(0.0064, device='cuda:0')"
"tensor(2557.0422, device='cuda:0')","tensor(566770.8750, device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(29610.0293, device='cuda:0')","tensor(5140429., device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(35.6763, device='cuda:0')","tensor(6955.0420, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(83768.4062, device='cuda:0')","tensor(44935516., device='cuda:0')","tensor(0.0205, device='cuda:0')"
"tensor(100136.5156, device='cuda:0')","tensor(65433024., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(20228.2930, device='cuda:0')","tensor(24690890., device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(67031., device='cuda:0')","tensor(28117684., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(11235.4238, device='cuda:0')","tensor(7474416., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(55477.1133, device='cuda:0')","tensor(18127248., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(11943.1484, device='cuda:0')","tensor(8286490., device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(31163.3125, device='cuda:0')","tensor(7287074., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(6989.4507, device='cuda:0')","tensor(2770833.7500, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(22807.4883, device='cuda:0')","tensor(4337292.5000, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(4971.7046, device='cuda:0')","tensor(1320543., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(19882.7520, device='cuda:0')","tensor(3207892., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(3386.8120, device='cuda:0')","tensor(594785.1250, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(17834.0625, device='cuda:0')","tensor(1628181.8750, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1525.8492, device='cuda:0')","tensor(116386.4453, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(17764.6797, device='cuda:0')","tensor(1581589.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1839.1805, device='cuda:0')","tensor(163905.1562, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(16462.8555, device='cuda:0')","tensor(1560878.6250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(2090.3530, device='cuda:0')","tensor(201813.4531, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(15751.9189, device='cuda:0')","tensor(1536041., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1416.3102, device='cuda:0')","tensor(91007.5156, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(19682.0957, device='cuda:0')","tensor(1459871.5000, device='cuda:0')","tensor(0.0062, device='cuda:0')"
"tensor(2615.7942, device='cuda:0')","tensor(593402.1250, device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(30105.8477, device='cuda:0')","tensor(5316596., device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(36.6449, device='cuda:0')","tensor(7337.8223, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(92555.1172, device='cuda:0')","tensor(52361836., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(110352., device='cuda:0')","tensor(76687488., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(22425.6797, device='cuda:0')","tensor(29011086., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(72268.0234, device='cuda:0')","tensor(32951124., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(12479.7480, device='cuda:0')","tensor(8830111., device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(60020.2109, device='cuda:0')","tensor(21312938., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(13145.7764, device='cuda:0')","tensor(9628035., device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(36095.9609, device='cuda:0')","tensor(8662739., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7755.0630, device='cuda:0')","tensor(3264125.5000, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(26033.2812, device='cuda:0')","tensor(5311197., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(5611.9102, device='cuda:0')","tensor(1615210.1250, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(22383.5605, device='cuda:0')","tensor(3910385., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(3772.0627, device='cuda:0')","tensor(713577.3750, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(19897.8535, device='cuda:0')","tensor(1984451.2500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1687.6274, device='cuda:0')","tensor(138289.3906, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(19530.1289, device='cuda:0')","tensor(1932554.3750, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2104.4385, device='cuda:0')","tensor(209276.6562, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(19057.6074, device='cuda:0')","tensor(1909667.6250, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(2386.3987, device='cuda:0')","tensor(259967.9219, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(17615.1484, device='cuda:0')","tensor(1878225., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1587.9585, device='cuda:0')","tensor(112657.2969, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(21242.2207, device='cuda:0')","tensor(1784701.5000, device='cuda:0')","tensor(0.0066, device='cuda:0')"
"tensor(2890.7729, device='cuda:0')","tensor(724811., device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(32758.0488, device='cuda:0')","tensor(6295393.5000, device='cuda:0')","tensor(0.0289, device='cuda:0')"
"tensor(42.0752, device='cuda:0')","tensor(9673.7090, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(78248.5781, device='cuda:0')","tensor(40545832., device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(93485.1094, device='cuda:0')","tensor(59204360., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(18931.0586, device='cuda:0')","tensor(22401992., device='cuda:0')","tensor(0.0207, device='cuda:0')"
"tensor(62121.3516, device='cuda:0')","tensor(25414044., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(10532.6846, device='cuda:0')","tensor(6814177.5000, device='cuda:0')","tensor(0.0204, device='cuda:0')"
