pi,trace(a),trace(g)
"tensor(20141.9922, device='cuda:0')","tensor(20950808., device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(65883.9766, device='cuda:0')","tensor(23840622., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(11145.4541, device='cuda:0')","tensor(6300186.5000, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(54370.7578, device='cuda:0')","tensor(15358239., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(11797.8193, device='cuda:0')","tensor(6937439., device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(31322.3867, device='cuda:0')","tensor(6194328., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(6937.7793, device='cuda:0')","tensor(2341285.5000, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(23630.8418, device='cuda:0')","tensor(3727813., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(4904.1304, device='cuda:0')","tensor(1116120.5000, device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(20521.9609, device='cuda:0')","tensor(2760189., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(3342.2451, device='cuda:0')","tensor(508850.3750, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(17972.9473, device='cuda:0')","tensor(1395297., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1490.1182, device='cuda:0')","tensor(98467.2188, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(17763.1309, device='cuda:0')","tensor(1354780., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1770.5488, device='cuda:0')","tensor(136032.9688, device='cuda:0')","tensor(0.0144, device='cuda:0')"
"tensor(16456.3418, device='cuda:0')","tensor(1334848.3750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(2005.1201, device='cuda:0')","tensor(168320.1562, device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(15459.6475, device='cuda:0')","tensor(1314325.5000, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1362.0559, device='cuda:0')","tensor(76821.5703, device='cuda:0')","tensor(0.0137, device='cuda:0')"
"tensor(18836.9824, device='cuda:0')","tensor(1251099.6250, device='cuda:0')","tensor(0.0058, device='cuda:0')"
"tensor(2425.6553, device='cuda:0')","tensor(504186.6250, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(27991.6641, device='cuda:0')","tensor(4541304., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(31.1429, device='cuda:0')","tensor(5299.7666, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(74643.5781, device='cuda:0')","tensor(31105574., device='cuda:0')","tensor(0.0179, device='cuda:0')"
"tensor(87330.4453, device='cuda:0')","tensor(44716348., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(17912.3555, device='cuda:0')","tensor(16849460., device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(59082.7695, device='cuda:0')","tensor(19322020., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(9927.4180, device='cuda:0')","tensor(5086563., device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(49188.9141, device='cuda:0')","tensor(12470168., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(10584.4121, device='cuda:0')","tensor(5676826., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(27779.0703, device='cuda:0')","tensor(5019340., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(6208.9502, device='cuda:0')","tensor(1909963.2500, device='cuda:0')","tensor(0.0164, device='cuda:0')"
"tensor(20552.7383, device='cuda:0')","tensor(2987761.2500, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(4384.4175, device='cuda:0')","tensor(908442.1250, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(17900.7012, device='cuda:0')","tensor(2224462.7500, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(2993.0591, device='cuda:0')","tensor(414370., device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(16305.9717, device='cuda:0')","tensor(1122912., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1332.2087, device='cuda:0')","tensor(79678.8906, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(16087.9854, device='cuda:0')","tensor(1088931.8750, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1554.6438, device='cuda:0')","tensor(106016.2031, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(14967.8262, device='cuda:0')","tensor(1073774.6250, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1775.1119, device='cuda:0')","tensor(133142.5312, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(13900.6465, device='cuda:0')","tensor(1059157.3750, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1190.2130, device='cuda:0')","tensor(59265.4961, device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(16859.6816, device='cuda:0')","tensor(1010046.1250, device='cuda:0')","tensor(0.0059, device='cuda:0')"
"tensor(2182.0903, device='cuda:0')","tensor(407965.8125, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(25106.9258, device='cuda:0')","tensor(3653047.7500, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(27.1538, device='cuda:0')","tensor(4029.0435, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(73847.7344, device='cuda:0')","tensor(32579532., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(85907.4531, device='cuda:0')","tensor(46409368., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(17634.1270, device='cuda:0')","tensor(17439064., device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(58010.5234, device='cuda:0')","tensor(20135912., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9742.4277, device='cuda:0')","tensor(5224451., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(48699.7070, device='cuda:0')","tensor(12976415., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10498.3057, device='cuda:0')","tensor(5933075., device='cuda:0')","tensor(0.0179, device='cuda:0')"
"tensor(27554.6035, device='cuda:0')","tensor(5197496., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(6166.0503, device='cuda:0')","tensor(1997534.7500, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(19629.6602, device='cuda:0')","tensor(3032940., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(4281.2075, device='cuda:0')","tensor(913000.3125, device='cuda:0')","tensor(0.0165, device='cuda:0')"
"tensor(17695.3867, device='cuda:0')","tensor(2261038.2500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(2946.8889, device='cuda:0')","tensor(423024.4375, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(16172.7861, device='cuda:0')","tensor(1141073.5000, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1326.1266, device='cuda:0')","tensor(82663.3203, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(15835.0234, device='cuda:0')","tensor(1105650.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1509.6876, device='cuda:0')","tensor(104647.6406, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(14486.3711, device='cuda:0')","tensor(1088007.7500, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1702.9248, device='cuda:0')","tensor(127639.9375, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(13826.1953, device='cuda:0')","tensor(1075762.2500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1176.1274, device='cuda:0')","tensor(60104.8320, device='cuda:0')","tensor(0.0144, device='cuda:0')"
"tensor(16607.3242, device='cuda:0')","tensor(1024996.1875, device='cuda:0')","tensor(0.0062, device='cuda:0')"
"tensor(2208.1406, device='cuda:0')","tensor(417789.6562, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(25461.6836, device='cuda:0')","tensor(3757236., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(28.3371, device='cuda:0')","tensor(4387.8247, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(84254.7031, device='cuda:0')","tensor(40086432., device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(99497.0234, device='cuda:0')","tensor(57499320., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(20195.2480, device='cuda:0')","tensor(21665342., device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(65967.7812, device='cuda:0')","tensor(24748672., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(11145.0986, device='cuda:0')","tensor(6488348., device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(54649.9609, device='cuda:0')","tensor(15913538., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(11941.6484, device='cuda:0')","tensor(7313381.5000, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(31723.7305, device='cuda:0')","tensor(6306738., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(6951.6172, device='cuda:0')","tensor(2420152.2500, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(23012.6797, device='cuda:0')","tensor(3676589.2500, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(4844.1167, device='cuda:0')","tensor(1116243.7500, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(19631.0859, device='cuda:0')","tensor(2700063., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(3296.8862, device='cuda:0')","tensor(505643.4062, device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(17427.0723, device='cuda:0')","tensor(1359773.8750, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1467.1965, device='cuda:0')","tensor(97286.9609, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(17096.6094, device='cuda:0')","tensor(1315711.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1678.9507, device='cuda:0')","tensor(124115.9141, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(16262.6973, device='cuda:0')","tensor(1299855.8750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1925.9193, device='cuda:0')","tensor(157507.0625, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(15185.2969, device='cuda:0')","tensor(1283544.2500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1300.7069, device='cuda:0')","tensor(70571.1953, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(18325.8672, device='cuda:0')","tensor(1223728.2500, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2396.7073, device='cuda:0')","tensor(492187.0312, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(28182.6621, device='cuda:0')","tensor(4603139.5000, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(30.2026, device='cuda:0')","tensor(4984.5840, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(90570.3125, device='cuda:0')","tensor(45204152., device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(107062.9922, device='cuda:0')","tensor(65234524., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(21814.7656, device='cuda:0')","tensor(24700292., device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(72175.2656, device='cuda:0')","tensor(28016632., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(12057.9404, device='cuda:0')","tensor(7421427., device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(59411.8008, device='cuda:0')","tensor(18044216., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(12747.9160, device='cuda:0')","tensor(8141470., device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(33863.0625, device='cuda:0')","tensor(7280838., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(7480.1211, device='cuda:0')","tensor(2738973.2500, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(25273.2207, device='cuda:0')","tensor(4377089., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(5297.0454, device='cuda:0')","tensor(1314208.6250, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(22049.7500, device='cuda:0')","tensor(3226807.7500, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(3602.9553, device='cuda:0')","tensor(595792.1875, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(19366.4121, device='cuda:0')","tensor(1627801.6250, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1603.9648, device='cuda:0')","tensor(115036.3125, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(19681.0137, device='cuda:0')","tensor(1579886.8750, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1931.7639, device='cuda:0')","tensor(163017.3125, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(17883.9160, device='cuda:0')","tensor(1551364., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(2192.2815, device='cuda:0')","tensor(202466.8125, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(16355.2578, device='cuda:0')","tensor(1520874.3750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1481.3816, device='cuda:0')","tensor(91324.5469, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(20230.1973, device='cuda:0')","tensor(1445074.1250, device='cuda:0')","tensor(0.0059, device='cuda:0')"
"tensor(2604.8098, device='cuda:0')","tensor(581450.4375, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(30214.4980, device='cuda:0')","tensor(5291532., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(34.2668, device='cuda:0')","tensor(6416.3403, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(61271.2812, device='cuda:0')","tensor(24470726., device='cuda:0')","tensor(0.0209, device='cuda:0')"
"tensor(73633.2969, device='cuda:0')","tensor(35036128., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(14668.9355, device='cuda:0')","tensor(13173911., device='cuda:0')","tensor(0.0203, device='cuda:0')"
"tensor(47888.0625, device='cuda:0')","tensor(15141716., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(8117.6885, device='cuda:0')","tensor(3949870., device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(40137.9297, device='cuda:0')","tensor(9775219., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(8724.4160, device='cuda:0')","tensor(4473695.5000, device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(22734.0547, device='cuda:0')","tensor(3933609., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(5130.3174, device='cuda:0')","tensor(1509342.2500, device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(16554.6562, device='cuda:0')","tensor(2285273.5000, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(3603.0247, device='cuda:0')","tensor(695615.8750, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(14448.0234, device='cuda:0')","tensor(1703737.7500, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2495.5442, device='cuda:0')","tensor(322741.5938, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(13184.0527, device='cuda:0')","tensor(859366.3750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1116.4469, device='cuda:0')","tensor(61655.3281, device='cuda:0')","tensor(0.0164, device='cuda:0')"
"tensor(13004.3369, device='cuda:0')","tensor(831527.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1276.1244, device='cuda:0')","tensor(77621.8047, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(11774.0049, device='cuda:0')","tensor(819440.7500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1465.6643, device='cuda:0')","tensor(96732.8203, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(11856.3936, device='cuda:0')","tensor(809254.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(997.3662, device='cuda:0')","tensor(43674.9102, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(14198.4863, device='cuda:0')","tensor(772332.3750, device='cuda:0')","tensor(0.0064, device='cuda:0')"
"tensor(1902.2455, device='cuda:0')","tensor(310161.5625, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(22182.9180, device='cuda:0')","tensor(2852871.5000, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(27.4090, device='cuda:0')","tensor(4105.1294, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(83163.7031, device='cuda:0')","tensor(38361932., device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(97721.2500, device='cuda:0')","tensor(54747296., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(19869.9258, device='cuda:0')","tensor(20616084., device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(65608.5312, device='cuda:0')","tensor(23641918., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10956.7285, device='cuda:0')","tensor(6169090.5000, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(54690.4727, device='cuda:0')","tensor(15214886., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(11751.5020, device='cuda:0')","tensor(6965927., device='cuda:0')","tensor(0.0167, device='cuda:0')"
"tensor(30585.2500, device='cuda:0')","tensor(6040827., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(6843.4502, device='cuda:0')","tensor(2305269.2500, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(23163.3418, device='cuda:0')","tensor(3552696.2500, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(4772.1021, device='cuda:0')","tensor(1072644.1250, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(19811.2227, device='cuda:0')","tensor(2622123.5000, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(3265.3765, device='cuda:0')","tensor(492820.8750, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(17325.1582, device='cuda:0')","tensor(1319616.8750, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1456.1827, device='cuda:0')","tensor(95297.4688, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(17503.0254, device='cuda:0')","tensor(1277523.1250, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1652.5410, device='cuda:0')","tensor(119700.5938, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(16115.4863, device='cuda:0')","tensor(1261278., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1896.4894, device='cuda:0')","tensor(151981.9062, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(14929.0576, device='cuda:0')","tensor(1246179.3750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1285.9132, device='cuda:0')","tensor(69303.5391, device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(18082.6680, device='cuda:0')","tensor(1189517.2500, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2370.4995, device='cuda:0')","tensor(481585.4375, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(27559.2012, device='cuda:0')","tensor(4402677.5000, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(31.4306, device='cuda:0')","tensor(5398.1392, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(87134.0312, device='cuda:0')","tensor(43078820., device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(103204.9375, device='cuda:0')","tensor(62278824., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(20960.9355, device='cuda:0')","tensor(23546184., device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(68489.4531, device='cuda:0')","tensor(26808592., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(11613.1582, device='cuda:0')","tensor(7107198., device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(56929.4297, device='cuda:0')","tensor(17293176., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(12280.7461, device='cuda:0')","tensor(7797742.5000, device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(32549.3984, device='cuda:0')","tensor(6993400., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(7218.3911, device='cuda:0')","tensor(2629596.7500, device='cuda:0')","tensor(0.0167, device='cuda:0')"
"tensor(24537.4395, device='cuda:0')","tensor(4233073., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(5159.6372, device='cuda:0')","tensor(1276589.8750, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(20995.7363, device='cuda:0')","tensor(3128792., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(3502.6401, device='cuda:0')","tensor(573639., device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(18599.7266, device='cuda:0')","tensor(1581458., device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1565.6415, device='cuda:0')","tensor(110984.1406, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(18662.2246, device='cuda:0')","tensor(1536076.2500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1890.9972, device='cuda:0')","tensor(158029.7812, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(17549.3281, device='cuda:0')","tensor(1514308.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(2140.9932, device='cuda:0')","tensor(194948.4375, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(16412.7422, device='cuda:0')","tensor(1491653.1250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1443.9153, device='cuda:0')","tensor(87960.0859, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(19865.9414, device='cuda:0')","tensor(1418666., device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2589.4304, device='cuda:0')","tensor(574697.3750, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(29646.5059, device='cuda:0')","tensor(5095276., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(35.8338, device='cuda:0')","tensor(7016.5776, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(81822.6172, device='cuda:0')","tensor(37214056., device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(96252.1719, device='cuda:0')","tensor(53492316., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(19624.4961, device='cuda:0')","tensor(20173178., device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(64819.6758, device='cuda:0')","tensor(23056676., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10852.6318, device='cuda:0')","tensor(6067163., device='cuda:0')","tensor(0.0171, device='cuda:0')"
"tensor(53212.1211, device='cuda:0')","tensor(14836146., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(11566.9336, device='cuda:0')","tensor(6769218., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(30637.7969, device='cuda:0')","tensor(5924506.5000, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(6777.3833, device='cuda:0')","tensor(2264189.5000, device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(22453.0859, device='cuda:0')","tensor(3507114., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(4759.3369, device='cuda:0')","tensor(1058047.8750, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(19283.5801, device='cuda:0')","tensor(2588280.5000, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(3241.5356, device='cuda:0')","tensor(481688.8438, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(17447.6699, device='cuda:0')","tensor(1306753., device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1441.4475, device='cuda:0')","tensor(92767.4453, device='cuda:0')","tensor(0.0148, device='cuda:0')"
"tensor(17030.7168, device='cuda:0')","tensor(1266936.2500, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1672.5907, device='cuda:0')","tensor(122069.3750, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(16313.2295, device='cuda:0')","tensor(1251232.2500, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1901.9272, device='cuda:0')","tensor(153261.9062, device='cuda:0')","tensor(0.0140, device='cuda:0')"
"tensor(15127.9180, device='cuda:0')","tensor(1235377.7500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1287.6100, device='cuda:0')","tensor(69614.1016, device='cuda:0')","tensor(0.0139, device='cuda:0')"
"tensor(18076.5996, device='cuda:0')","tensor(1177510.7500, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2355.2075, device='cuda:0')","tensor(475497.6875, device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(27321.8594, device='cuda:0')","tensor(4328132., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(30.7884, device='cuda:0')","tensor(5179.8193, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(70584.3984, device='cuda:0')","tensor(30525064., device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(83396.4375, device='cuda:0')","tensor(43670620., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(16888.5215, device='cuda:0')","tensor(16409210., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(56156.5781, device='cuda:0')","tensor(18976332., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9376.2734, device='cuda:0')","tensor(4952926., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(46786.3828, device='cuda:0')","tensor(12282166., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(10056.2256, device='cuda:0')","tensor(5584144., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(26465.6211, device='cuda:0')","tensor(4967846.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(5941.1694, device='cuda:0')","tensor(1898391.7500, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(19325.6719, device='cuda:0')","tensor(2973550.5000, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(4228.2212, device='cuda:0')","tensor(903874.5000, device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(16730.7402, device='cuda:0')","tensor(2208787.2500, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(2910.5981, device='cuda:0')","tensor(413885.1875, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(16057.7939, device='cuda:0')","tensor(1118772.7500, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1306.0555, device='cuda:0')","tensor(80430.2969, device='cuda:0')","tensor(0.0156, device='cuda:0')"
"tensor(15564.4707, device='cuda:0')","tensor(1085697.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1513.5612, device='cuda:0')","tensor(105166.9688, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(14767.9580, device='cuda:0')","tensor(1073762.5000, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1709.4260, device='cuda:0')","tensor(129206.3438, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(14035.9512, device='cuda:0')","tensor(1061973.7500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
