pi,trace(a),trace(g)
"tensor(21792.0469, device='cuda:0')","tensor(2888441.2500, device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(38.1471, device='cuda:0')","tensor(7951.7598, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(58988.7305, device='cuda:0')","tensor(25830178., device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(67407.3828, device='cuda:0')","tensor(36500288., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(13959.4941, device='cuda:0')","tensor(13674356., device='cuda:0')","tensor(0.0233, device='cuda:0')"
"tensor(45003.0664, device='cuda:0')","tensor(15786115., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7681.9834, device='cuda:0')","tensor(4063836., device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(36577.7695, device='cuda:0')","tensor(10157955., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8385.6523, device='cuda:0')","tensor(4729465.5000, device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(20876.5820, device='cuda:0')","tensor(3989894.7500, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4816.6274, device='cuda:0')","tensor(1515423.2500, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(15521.6162, device='cuda:0')","tensor(2300893., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(3359.5701, device='cuda:0')","tensor(695527.4375, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(12753.9834, device='cuda:0')","tensor(1724415.5000, device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(2387.4973, device='cuda:0')","tensor(338699.1250, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(12133.6514, device='cuda:0')","tensor(866324.3750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1086.5280, device='cuda:0')","tensor(67000.0156, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(11790.4053, device='cuda:0')","tensor(836137.3125, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1188.4847, device='cuda:0')","tensor(77499.6719, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(11797.6680, device='cuda:0')","tensor(815861.7500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1323.8682, device='cuda:0')","tensor(93392.4062, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(10497.2646, device='cuda:0')","tensor(799584.3750, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(901.8155, device='cuda:0')","tensor(42838.5391, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(12744.3506, device='cuda:0')","tensor(763540.6250, device='cuda:0')","tensor(0.0078, device='cuda:0')"
"tensor(1848.6522, device='cuda:0')","tensor(307341.9688, device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(21537.8086, device='cuda:0')","tensor(2821659., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(39.7022, device='cuda:0')","tensor(8613.2871, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(58958.9531, device='cuda:0')","tensor(25023142., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(66633.3750, device='cuda:0')","tensor(35321164., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(13887.1748, device='cuda:0')","tensor(13158478., device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(44738.0703, device='cuda:0')","tensor(15432389., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7690.8691, device='cuda:0')","tensor(3964371., device='cuda:0')","tensor(0.0222, device='cuda:0')"
"tensor(36147.1562, device='cuda:0')","tensor(9970842., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8451.9609, device='cuda:0')","tensor(4665133.5000, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(21076.2910, device='cuda:0')","tensor(3907693., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(4849.9009, device='cuda:0')","tensor(1490877.2500, device='cuda:0')","tensor(0.0210, device='cuda:0')"
"tensor(15712.7705, device='cuda:0')","tensor(2274192.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3420.5007, device='cuda:0')","tensor(700867.6250, device='cuda:0')","tensor(0.0199, device='cuda:0')"
"tensor(13000.1572, device='cuda:0')","tensor(1720795.7500, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(2433.4526, device='cuda:0')","tensor(344622.4375, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(12502.0010, device='cuda:0')","tensor(866022.2500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1099.7313, device='cuda:0')","tensor(67710.4219, device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(12136.2354, device='cuda:0')","tensor(835452.3125, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1179.0635, device='cuda:0')","tensor(75525.9453, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(12009.7246, device='cuda:0')","tensor(817602.5000, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1332.7852, device='cuda:0')","tensor(93987.2344, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(10760.4541, device='cuda:0')","tensor(806642.1250, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(894.6118, device='cuda:0')","tensor(41942., device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(12768.4287, device='cuda:0')","tensor(771760.8125, device='cuda:0')","tensor(0.0078, device='cuda:0')"
"tensor(1884.1327, device='cuda:0')","tensor(319294.8750, device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(21222.5332, device='cuda:0')","tensor(2740018., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(41.2429, device='cuda:0')","tensor(9294.7773, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(54358.7852, device='cuda:0')","tensor(23626426., device='cuda:0')","tensor(0.0256, device='cuda:0')"
"tensor(61007.7539, device='cuda:0')","tensor(33169352., device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(12799.4326, device='cuda:0')","tensor(12349853., device='cuda:0')","tensor(0.0250, device='cuda:0')"
"tensor(40938.7383, device='cuda:0')","tensor(14460749., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(7053.1982, device='cuda:0')","tensor(3677652.7500, device='cuda:0')","tensor(0.0245, device='cuda:0')"
"tensor(33331.8711, device='cuda:0')","tensor(9315785., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(7812.0127, device='cuda:0')","tensor(4383684., device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(19176.5098, device='cuda:0')","tensor(3609871., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(4473.1694, device='cuda:0')","tensor(1389460.2500, device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(14181.6650, device='cuda:0')","tensor(2055991.2500, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(3109.8442, device='cuda:0')","tensor(629371.3750, device='cuda:0')","tensor(0.0216, device='cuda:0')"
"tensor(11377.5850, device='cuda:0')","tensor(1559307.3750, device='cuda:0')","tensor(0.0040, device='cuda:0')"
"tensor(2232.5530, device='cuda:0')","tensor(310645.5625, device='cuda:0')","tensor(0.0207, device='cuda:0')"
"tensor(11314.6357, device='cuda:0')","tensor(784833.8750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1013.3499, device='cuda:0')","tensor(60794.1328, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(10867.7988, device='cuda:0')","tensor(756019.6250, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1074.8060, device='cuda:0')","tensor(65979.9375, device='cuda:0')","tensor(0.0189, device='cuda:0')"
"tensor(11105.2168, device='cuda:0')","tensor(739902.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1213.9877, device='cuda:0')","tensor(81850.0469, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(9988.5723, device='cuda:0')","tensor(729580.3750, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(822.5157, device='cuda:0')","tensor(37213.3516, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(11828.5508, device='cuda:0')","tensor(698261.5000, device='cuda:0')","tensor(0.0083, device='cuda:0')"
"tensor(1782.6743, device='cuda:0')","tensor(285915.0938, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(20405.0137, device='cuda:0')","tensor(2533709.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(38.3147, device='cuda:0')","tensor(8021.7935, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(61916.6992, device='cuda:0')","tensor(28069148., device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(70302.7578, device='cuda:0')","tensor(39799160., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(14686.9980, device='cuda:0')","tensor(14938506., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(47415.3203, device='cuda:0')","tensor(17188748., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8123.9790, device='cuda:0')","tensor(4483175., device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(38478.4219, device='cuda:0')","tensor(11078532., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8783.7051, device='cuda:0')","tensor(5107294., device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(21973.6895, device='cuda:0')","tensor(4345203., device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(5031.1440, device='cuda:0')","tensor(1624429.2500, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(17081.7422, device='cuda:0')","tensor(2593193., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(3589.6875, device='cuda:0')","tensor(785415.3750, device='cuda:0')","tensor(0.0202, device='cuda:0')"
"tensor(13696.1982, device='cuda:0')","tensor(1935242.7500, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(2522.3643, device='cuda:0')","tensor(376342.6250, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(12948.6670, device='cuda:0')","tensor(977886.6250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1153.0029, device='cuda:0')","tensor(75442.3047, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(12769.7109, device='cuda:0')","tensor(944282.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1288.6207, device='cuda:0')","tensor(91056.4375, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(12658.1953, device='cuda:0')","tensor(923148.3750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1454.1339, device='cuda:0')","tensor(112709.1562, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(11500.2969, device='cuda:0')","tensor(903097.9375, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(969.3670, device='cuda:0')","tensor(49350.3477, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(13629.8799, device='cuda:0')","tensor(862176.9375, device='cuda:0')","tensor(0.0077, device='cuda:0')"
"tensor(1957.2488, device='cuda:0')","tensor(344742.1562, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22612.4355, device='cuda:0')","tensor(3112339.7500, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(40.2618, device='cuda:0')","tensor(8857.7910, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(52491.7734, device='cuda:0')","tensor(20544722., device='cuda:0')","tensor(0.0239, device='cuda:0')"
"tensor(59254.5625, device='cuda:0')","tensor(28967908., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(12381.6660, device='cuda:0')","tensor(10805436., device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(39937.8438, device='cuda:0')","tensor(12652821., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(6868.1655, device='cuda:0')","tensor(3260579.2500, device='cuda:0')","tensor(0.0229, device='cuda:0')"
"tensor(32410.8262, device='cuda:0')","tensor(8196843., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7538.6855, device='cuda:0')","tensor(3827113., device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(19020.5645, device='cuda:0')","tensor(3231318.7500, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4342.8296, device='cuda:0')","tensor(1233429.5000, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(13811.2734, device='cuda:0')","tensor(1887804., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(3092.3000, device='cuda:0')","tensor(586545.5000, device='cuda:0')","tensor(0.0203, device='cuda:0')"
"tensor(11457.5811, device='cuda:0')","tensor(1430890.7500, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(2184.1309, device='cuda:0')","tensor(283635.3438, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(11156.9990, device='cuda:0')","tensor(720527.4375, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(990.9397, device='cuda:0')","tensor(55917.2500, device='cuda:0')","tensor(0.0189, device='cuda:0')"
"tensor(10627.6553, device='cuda:0')","tensor(695423.0625, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1076.4440, device='cuda:0')","tensor(63850.2188, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(10759.3584, device='cuda:0')","tensor(680447.5000, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1214.6029, device='cuda:0')","tensor(79068.7109, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(9752.0723, device='cuda:0')","tensor(670098.5625, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(807.4243, device='cuda:0')","tensor(34736.5664, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(11476.8818, device='cuda:0')","tensor(640448.6250, device='cuda:0')","tensor(0.0081, device='cuda:0')"
"tensor(1709.6514, device='cuda:0')","tensor(263006.7188, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(19353.6621, device='cuda:0')","tensor(2279649.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(35.7272, device='cuda:0')","tensor(6974.9116, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(59553.6992, device='cuda:0')","tensor(25491540., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(67779.9531, device='cuda:0')","tensor(36380520., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(14170.0127, device='cuda:0')","tensor(13647434., device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(45477.1484, device='cuda:0')","tensor(15694684., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7863.2520, device='cuda:0')","tensor(4123431., device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(36995.6328, device='cuda:0')","tensor(10119164., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8509.0664, device='cuda:0')","tensor(4703767., device='cuda:0')","tensor(0.0215, device='cuda:0')"
"tensor(21267.8457, device='cuda:0')","tensor(3960189.5000, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(4874.0586, device='cuda:0')","tensor(1492023.8750, device='cuda:0')","tensor(0.0208, device='cuda:0')"
"tensor(16370.5088, device='cuda:0')","tensor(2339733.7500, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(3460.9065, device='cuda:0')","tensor(711774.4375, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(13001.4365, device='cuda:0')","tensor(1748712., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(2416.6157, device='cuda:0')","tensor(337685.2500, device='cuda:0')","tensor(0.0192, device='cuda:0')"
"tensor(12531.5605, device='cuda:0')","tensor(884026.3125, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1106.5421, device='cuda:0')","tensor(67984.1875, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(12234.9268, device='cuda:0')","tensor(853552.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1242.2550, device='cuda:0')","tensor(82875.2578, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(12169.5654, device='cuda:0')","tensor(833331.2500, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1401.6904, device='cuda:0')","tensor(102915.5000, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(10992.8086, device='cuda:0')","tensor(815026.6250, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(925.4729, device='cuda:0')","tensor(44424.8789, device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(12964.8574, device='cuda:0')","tensor(777156.0625, device='cuda:0')","tensor(0.0077, device='cuda:0')"
"tensor(1857.2258, device='cuda:0')","tensor(310352.1875, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(21619.4570, device='cuda:0')","tensor(2844493.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(38.2901, device='cuda:0')","tensor(8011.4814, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(63173.0430, device='cuda:0')","tensor(29211652., device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(71991.1875, device='cuda:0')","tensor(41489448., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(14991.0088, device='cuda:0')","tensor(15573560., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(48725.0117, device='cuda:0')","tensor(17907760., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8284.7432, device='cuda:0')","tensor(4668046.5000, device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(39100.1992, device='cuda:0')","tensor(11524726., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8997.9785, device='cuda:0')","tensor(5358487., device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(22784.3711, device='cuda:0')","tensor(4502839.5000, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(5136.8306, device='cuda:0')","tensor(1698253.6250, device='cuda:0')","tensor(0.0213, device='cuda:0')"
"tensor(16783.3281, device='cuda:0')","tensor(2635140.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3620.6038, device='cuda:0')","tensor(793935.2500, device='cuda:0')","tensor(0.0201, device='cuda:0')"
"tensor(13608.0830, device='cuda:0')","tensor(1974782.7500, device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(2551.8074, device='cuda:0')","tensor(385073.8750, device='cuda:0')","tensor(0.0196, device='cuda:0')"
"tensor(13101.1035, device='cuda:0')","tensor(995179.3750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1161.2029, device='cuda:0')","tensor(76585.5703, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(12730.5713, device='cuda:0')","tensor(960478.5000, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1296.8021, device='cuda:0')","tensor(92559.5469, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(12562.7939, device='cuda:0')","tensor(937316.3125, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1459.7719, device='cuda:0')","tensor(113640.8438, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(11573., device='cuda:0')","tensor(916768.1250, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(977.0236, device='cuda:0')","tensor(50324.2891, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(13543.4639, device='cuda:0')","tensor(874304.8750, device='cuda:0')","tensor(0.0079, device='cuda:0')"
"tensor(1974.1400, device='cuda:0')","tensor(350617.1250, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22973.1113, device='cuda:0')","tensor(3211492., device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(41.2314, device='cuda:0')","tensor(9289.5859, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(57523.5547, device='cuda:0')","tensor(24386948., device='cuda:0')","tensor(0.0236, device='cuda:0')"
"tensor(65131.9805, device='cuda:0')","tensor(34572252., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(13619.3223, device='cuda:0')","tensor(12929030., device='cuda:0')","tensor(0.0231, device='cuda:0')"
"tensor(43492.3398, device='cuda:0')","tensor(14981738., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7547.0400, device='cuda:0')","tensor(3893186., device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(35709.7617, device='cuda:0')","tensor(9672418., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8226.5469, device='cuda:0')","tensor(4513479., device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(20550.5117, device='cuda:0')","tensor(3781900.2500, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4725.1714, device='cuda:0')","tensor(1441587.2500, device='cuda:0')","tensor(0.0214, device='cuda:0')"
"tensor(15506.3730, device='cuda:0')","tensor(2193924.5000, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(3330.4890, device='cuda:0')","tensor(673556.5625, device='cuda:0')","tensor(0.0201, device='cuda:0')"
"tensor(12355.7900, device='cuda:0')","tensor(1648508.5000, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(2338.6191, device='cuda:0')","tensor(325067.6250, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(11884.8945, device='cuda:0')","tensor(829363.6250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1056.3912, device='cuda:0')","tensor(63441.0977, device='cuda:0')","tensor(0.0189, device='cuda:0')"
"tensor(11828.8125, device='cuda:0')","tensor(799964.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1165.1166, device='cuda:0')","tensor(74668.5625, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(11740.1865, device='cuda:0')","tensor(781318., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1331.6415, device='cuda:0')","tensor(94892.9297, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(10508.0518, device='cuda:0')","tensor(765422.1250, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(866.0645, device='cuda:0')","tensor(39838.8008, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(12253.8906, device='cuda:0')","tensor(731387.9375, device='cuda:0')","tensor(0.0081, device='cuda:0')"
"tensor(1811.2190, device='cuda:0')","tensor(295294.2500, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(20974.7988, device='cuda:0')","tensor(2678543.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(36.9718, device='cuda:0')","tensor(7469.3271, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(54299.3008, device='cuda:0')","tensor(21648088., device='cuda:0')","tensor(0.0235, device='cuda:0')"
"tensor(61929.6172, device='cuda:0')","tensor(30820120., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(12878.3027, device='cuda:0')","tensor(11527328., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(40962.9883, device='cuda:0')","tensor(13329010., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7149.9517, device='cuda:0')","tensor(3484622., device='cuda:0')","tensor(0.0226, device='cuda:0')"
"tensor(33676.6133, device='cuda:0')","tensor(8607355., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7770.0137, device='cuda:0')","tensor(4008060., device='cuda:0')","tensor(0.0220, device='cuda:0')"
"tensor(19345.8262, device='cuda:0')","tensor(3357805.5000, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4431.7163, device='cuda:0')","tensor(1266220.8750, device='cuda:0')","tensor(0.0214, device='cuda:0')"
"tensor(14712.0137, device='cuda:0')","tensor(1994338.7500, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3170.4363, device='cuda:0')","tensor(612551.1250, device='cuda:0')","tensor(0.0202, device='cuda:0')"
"tensor(11709.2002, device='cuda:0')","tensor(1496292.3750, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(2222.1938, device='cuda:0')","tensor(290512.0625, device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(11598.6543, device='cuda:0')","tensor(758991.5625, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1014.2869, device='cuda:0')","tensor(58052.1875, device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(11161.4121, device='cuda:0')","tensor(732930.6875, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1120.4987, device='cuda:0')","tensor(68589.9844, device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(11184.4375, device='cuda:0')","tensor(720103.5000, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1280.6600, device='cuda:0')","tensor(87278.8125, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(10172.7100, device='cuda:0')","tensor(707484.1250, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(838.5353, device='cuda:0')","tensor(37076.3125, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(12092.2119, device='cuda:0')","tensor(675689., device='cuda:0')","tensor(0.0077, device='cuda:0')"
"tensor(1731.8400, device='cuda:0')","tensor(270143.9375, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(20007.5781, device='cuda:0')","tensor(2438702.2500, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(35.1896, device='cuda:0')","tensor(6766.5693, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(50834.4727, device='cuda:0')","tensor(19360120., device='cuda:0')","tensor(0.0240, device='cuda:0')"
"tensor(58331.2773, device='cuda:0')","tensor(27509856., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(12021.3594, device='cuda:0')","tensor(10246756., device='cuda:0')","tensor(0.0235, device='cuda:0')"
"tensor(38814.2422, device='cuda:0')","tensor(11984336., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(6691.5659, device='cuda:0')","tensor(3110562., device='cuda:0')","tensor(0.0230, device='cuda:0')"
"tensor(31815.7891, device='cuda:0')","tensor(7756086., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7302.7290, device='cuda:0')","tensor(3621390.5000, device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(18099.8945, device='cuda:0')","tensor(3050901.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(4200.0747, device='cuda:0')","tensor(1165770.5000, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(13867.7812, device='cuda:0')","tensor(1814749.3750, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3002.1558, device='cuda:0')","tensor(560040.4375, device='cuda:0')","tensor(0.0206, device='cuda:0')"
"tensor(11297.9971, device='cuda:0')","tensor(1368456.7500, device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(2113.9082, device='cuda:0')","tensor(268839.5000, device='cuda:0')","tensor(0.0200, device='cuda:0')"
"tensor(10689.4023, device='cuda:0')","tensor(691925.5625, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(961.4643, device='cuda:0')","tensor(52858.2812, device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(10591.5439, device='cuda:0')","tensor(668564.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
