pi,trace(a),trace(g)
"tensor(18297.6660, device='cuda:0')","tensor(1902477.7500, device='cuda:0')","tensor(0.0094, device='cuda:0')"
"tensor(2893.9050, device='cuda:0')","tensor(788224.2500, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(31855.7773, device='cuda:0')","tensor(6460225., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(77.1061, device='cuda:0')","tensor(32487.5430, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(69528.1016, device='cuda:0')","tensor(44823384., device='cuda:0')","tensor(0.0297, device='cuda:0')"
"tensor(81130.4609, device='cuda:0')","tensor(65787248., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(16785.3770, device='cuda:0')","tensor(24817850., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(52205.8750, device='cuda:0')","tensor(28192294., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(9369.6406, device='cuda:0')","tensor(7613622.5000, device='cuda:0')","tensor(0.0288, device='cuda:0')"
"tensor(42302.1641, device='cuda:0')","tensor(18232394., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(9920.8916, device='cuda:0')","tensor(8345305., device='cuda:0')","tensor(0.0281, device='cuda:0')"
"tensor(25114.8008, device='cuda:0')","tensor(7326452.5000, device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(5742.8892, device='cuda:0')","tensor(2709390.5000, device='cuda:0')","tensor(0.0272, device='cuda:0')"
"tensor(19814.4922, device='cuda:0')","tensor(4542831., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(4207.3291, device='cuda:0')","tensor(1366063.5000, device='cuda:0')","tensor(0.0256, device='cuda:0')"
"tensor(15518.6797, device='cuda:0')","tensor(3397573., device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(2917.0474, device='cuda:0')","tensor(632617.1875, device='cuda:0')","tensor(0.0247, device='cuda:0')"
"tensor(15611.2803, device='cuda:0')","tensor(1749211.5000, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1370.9338, device='cuda:0')","tensor(133984.5156, device='cuda:0')","tensor(0.0236, device='cuda:0')"
"tensor(14373.6553, device='cuda:0')","tensor(1706180.3750, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1712.3524, device='cuda:0')","tensor(199113.9688, device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(14790.5176, device='cuda:0')","tensor(1670344.6250, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(1893.6470, device='cuda:0')","tensor(234479.2812, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(12969.0107, device='cuda:0')","tensor(1620059.3750, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(1279.9969, device='cuda:0')","tensor(104182.2344, device='cuda:0')","tensor(0.0211, device='cuda:0')"
"tensor(16615.4863, device='cuda:0')","tensor(1533780., device='cuda:0')","tensor(0.0092, device='cuda:0')"
"tensor(2582.6636, device='cuda:0')","tensor(627864.3750, device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(28951.8516, device='cuda:0')","tensor(5336700., device='cuda:0')","tensor(0.0313, device='cuda:0')"
"tensor(69.7278, device='cuda:0')","tensor(26567.5586, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(68916.8984, device='cuda:0')","tensor(43018668., device='cuda:0')","tensor(0.0290, device='cuda:0')"
"tensor(79949.2031, device='cuda:0')","tensor(62592936., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(16562.9668, device='cuda:0')","tensor(23569792., device='cuda:0')","tensor(0.0285, device='cuda:0')"
"tensor(50839.9805, device='cuda:0')","tensor(26937172., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(9219.4492, device='cuda:0')","tensor(7192436., device='cuda:0')","tensor(0.0281, device='cuda:0')"
"tensor(41931.2109, device='cuda:0')","tensor(17467144., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(9811.1270, device='cuda:0')","tensor(7967013., device='cuda:0')","tensor(0.0274, device='cuda:0')"
"tensor(25291.1602, device='cuda:0')","tensor(7041532.5000, device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(5687.5005, device='cuda:0')","tensor(2598561., device='cuda:0')","tensor(0.0266, device='cuda:0')"
"tensor(19279.5723, device='cuda:0')","tensor(4362046., device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(4176.5439, device='cuda:0')","tensor(1314988.8750, device='cuda:0')","tensor(0.0250, device='cuda:0')"
"tensor(15401.3105, device='cuda:0')","tensor(3262121.2500, device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(2905.1089, device='cuda:0')","tensor(612899.8750, device='cuda:0')","tensor(0.0241, device='cuda:0')"
"tensor(15862.7295, device='cuda:0')","tensor(1678314.2500, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(1364.3036, device='cuda:0')","tensor(130154.5938, device='cuda:0')","tensor(0.0232, device='cuda:0')"
"tensor(14142.3906, device='cuda:0')","tensor(1635591., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1684.3282, device='cuda:0')","tensor(188978.9062, device='cuda:0')","tensor(0.0221, device='cuda:0')"
"tensor(14740.7471, device='cuda:0')","tensor(1600713., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1848.4417, device='cuda:0')","tensor(220089.2188, device='cuda:0')","tensor(0.0214, device='cuda:0')"
"tensor(12956.3066, device='cuda:0')","tensor(1554153.1250, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(1268.2263, device='cuda:0')","tensor(100758.4219, device='cuda:0')","tensor(0.0208, device='cuda:0')"
"tensor(16253.8242, device='cuda:0')","tensor(1473125.6250, device='cuda:0')","tensor(0.0092, device='cuda:0')"
"tensor(2538.2314, device='cuda:0')","tensor(606559.6875, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(28268.5996, device='cuda:0')","tensor(5088733., device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(67.9368, device='cuda:0')","tensor(25220.2695, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(77143.3281, device='cuda:0')","tensor(57876640., device='cuda:0')","tensor(0.0311, device='cuda:0')"
"tensor(90060.2734, device='cuda:0')","tensor(85391744., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(18633.1699, device='cuda:0')","tensor(32088542., device='cuda:0')","tensor(0.0306, device='cuda:0')"
"tensor(58012.5391, device='cuda:0')","tensor(36858688., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(10441.6328, device='cuda:0')","tensor(9933290., device='cuda:0')","tensor(0.0302, device='cuda:0')"
"tensor(47060.9297, device='cuda:0')","tensor(24039630., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(11081.8828, device='cuda:0')","tensor(10948952., device='cuda:0')","tensor(0.0296, device='cuda:0')"
"tensor(28350.1719, device='cuda:0')","tensor(9762704., device='cuda:0')","tensor(0.0040, device='cuda:0')"
"tensor(6450.0410, device='cuda:0')","tensor(3603352.7500, device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(21572.7754, device='cuda:0')","tensor(6182289., device='cuda:0')","tensor(0.0044, device='cuda:0')"
"tensor(4813.5303, device='cuda:0')","tensor(1870030.2500, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(17601.5527, device='cuda:0')","tensor(4643708., device='cuda:0')","tensor(0.0050, device='cuda:0')"
"tensor(3351.4106, device='cuda:0')","tensor(867814.4375, device='cuda:0')","tensor(0.0256, device='cuda:0')"
"tensor(17612.9316, device='cuda:0')","tensor(2409538., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(1576.0984, device='cuda:0')","tensor(183550.7188, device='cuda:0')","tensor(0.0245, device='cuda:0')"
"tensor(16449.7227, device='cuda:0')","tensor(2359257.7500, device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(2013.8080, device='cuda:0')","tensor(285139.2500, device='cuda:0')","tensor(0.0233, device='cuda:0')"
"tensor(16892.2070, device='cuda:0')","tensor(2323752., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2230.5835, device='cuda:0')","tensor(336647.0312, device='cuda:0')","tensor(0.0224, device='cuda:0')"
"tensor(14892.5859, device='cuda:0')","tensor(2262307.5000, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(1501.9727, device='cuda:0')","tensor(149310.6562, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(19219.0762, device='cuda:0')","tensor(2141574., device='cuda:0')","tensor(0.0096, device='cuda:0')"
"tensor(3089.6252, device='cuda:0')","tensor(898976.3750, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(33252.2656, device='cuda:0')","tensor(7043186., device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(88.6003, device='cuda:0')","tensor(42895.3281, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(77883.4219, device='cuda:0')","tensor(62239036., device='cuda:0')","tensor(0.0328, device='cuda:0')"
"tensor(90262.2266, device='cuda:0')","tensor(90801784., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(18678.5566, device='cuda:0')","tensor(34005832., device='cuda:0')","tensor(0.0323, device='cuda:0')"
"tensor(58476.2109, device='cuda:0')","tensor(39301000., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(10426.1855, device='cuda:0')","tensor(10390918., device='cuda:0')","tensor(0.0317, device='cuda:0')"
"tensor(46976.5547, device='cuda:0')","tensor(25505288., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(11253.9414, device='cuda:0')","tensor(11793942., device='cuda:0')","tensor(0.0309, device='cuda:0')"
"tensor(28660.3711, device='cuda:0')","tensor(10226144., device='cuda:0')","tensor(0.0041, device='cuda:0')"
"tensor(6534.2407, device='cuda:0')","tensor(3845585.5000, device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(21077.7441, device='cuda:0')","tensor(6258708.5000, device='cuda:0')","tensor(0.0047, device='cuda:0')"
"tensor(4761.1235, device='cuda:0')","tensor(1886103.1250, device='cuda:0')","tensor(0.0276, device='cuda:0')"
"tensor(17658.1426, device='cuda:0')","tensor(4724280.5000, device='cuda:0')","tensor(0.0050, device='cuda:0')"
"tensor(3388.8525, device='cuda:0')","tensor(909402.7500, device='cuda:0')","tensor(0.0263, device='cuda:0')"
"tensor(17683.2793, device='cuda:0')","tensor(2443587.7500, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(1586.2902, device='cuda:0')","tensor(189141.5000, device='cuda:0')","tensor(0.0249, device='cuda:0')"
"tensor(16171.7607, device='cuda:0')","tensor(2386915., device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(1961.9690, device='cuda:0')","tensor(273164.3125, device='cuda:0')","tensor(0.0235, device='cuda:0')"
"tensor(16827.0234, device='cuda:0')","tensor(2352404.5000, device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(2161.6904, device='cuda:0')","tensor(316509.8125, device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(14821.6758, device='cuda:0')","tensor(2298906.5000, device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(1503.7686, device='cuda:0')","tensor(148422.6250, device='cuda:0')","tensor(0.0218, device='cuda:0')"
"tensor(19315.1777, device='cuda:0')","tensor(2179625., device='cuda:0')","tensor(0.0097, device='cuda:0')"
"tensor(3133.2488, device='cuda:0')","tensor(924658.6250, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(33878.0625, device='cuda:0')","tensor(7311706.5000, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(87.6047, device='cuda:0')","tensor(41936.7188, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(88314.8047, device='cuda:0')","tensor(70865720., device='cuda:0')","tensor(0.0291, device='cuda:0')"
"tensor(102732.6875, device='cuda:0')","tensor(1.0323e+08, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(21179.8418, device='cuda:0')","tensor(38782368., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(65007.7539, device='cuda:0')","tensor(44518876., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(11765.0156, device='cuda:0')","tensor(11841752., device='cuda:0')","tensor(0.0284, device='cuda:0')"
"tensor(53423.9961, device='cuda:0')","tensor(28850136., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(12604.5332, device='cuda:0')","tensor(13278854., device='cuda:0')","tensor(0.0277, device='cuda:0')"
"tensor(32656.6992, device='cuda:0')","tensor(11553019., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(7262.6191, device='cuda:0')","tensor(4292325.5000, device='cuda:0')","tensor(0.0270, device='cuda:0')"
"tensor(24859.6523, device='cuda:0')","tensor(7089802., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(5288.5698, device='cuda:0')","tensor(2140145.7500, device='cuda:0')","tensor(0.0254, device='cuda:0')"
"tensor(19574.2227, device='cuda:0')","tensor(5312266., device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(3707.7690, device='cuda:0')","tensor(1017555.6250, device='cuda:0')","tensor(0.0245, device='cuda:0')"
"tensor(19716.9609, device='cuda:0')","tensor(2738896., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(1728.9167, device='cuda:0')","tensor(213250.7969, device='cuda:0')","tensor(0.0237, device='cuda:0')"
"tensor(18032.6445, device='cuda:0')","tensor(2670343., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(2128.8030, device='cuda:0')","tensor(307318.5625, device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(18853.7227, device='cuda:0')","tensor(2623415., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(2336.6609, device='cuda:0')","tensor(358624.1875, device='cuda:0')","tensor(0.0218, device='cuda:0')"
"tensor(16189.2881, device='cuda:0')","tensor(2555823.5000, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(1614.7101, device='cuda:0')","tensor(166564.1094, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(20768.9316, device='cuda:0')","tensor(2422065.5000, device='cuda:0')","tensor(0.0093, device='cuda:0')"
"tensor(3283.2754, device='cuda:0')","tensor(1015338.5000, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(36035.4727, device='cuda:0')","tensor(8272687.5000, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(90.7538, device='cuda:0')","tensor(45005.8398, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(76647.0547, device='cuda:0')","tensor(53556888., device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(89615.5312, device='cuda:0')","tensor(78349312., device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(18459.6719, device='cuda:0')","tensor(29514266., device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(57039.0156, device='cuda:0')","tensor(33712344., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(10292.0508, device='cuda:0')","tensor(9037332., device='cuda:0')","tensor(0.0283, device='cuda:0')"
"tensor(46379.6562, device='cuda:0')","tensor(21873238., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(10932.2314, device='cuda:0')","tensor(9966641., device='cuda:0')","tensor(0.0277, device='cuda:0')"
"tensor(27658.9473, device='cuda:0')","tensor(8824805., device='cuda:0')","tensor(0.0038, device='cuda:0')"
"tensor(6342.0732, device='cuda:0')","tensor(3253578.5000, device='cuda:0')","tensor(0.0268, device='cuda:0')"
"tensor(22125.1289, device='cuda:0')","tensor(5503271.5000, device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(4660.3369, device='cuda:0')","tensor(1653731.3750, device='cuda:0')","tensor(0.0252, device='cuda:0')"
"tensor(17255.0234, device='cuda:0')","tensor(4113364.7500, device='cuda:0')","tensor(0.0046, device='cuda:0')"
"tensor(3250.1392, device='cuda:0')","tensor(775256.5000, device='cuda:0')","tensor(0.0243, device='cuda:0')"
"tensor(17177.2441, device='cuda:0')","tensor(2119106.7500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(1525.6039, device='cuda:0')","tensor(163733.6094, device='cuda:0')","tensor(0.0233, device='cuda:0')"
"tensor(16076.1416, device='cuda:0')","tensor(2067968.2500, device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(1905.8718, device='cuda:0')","tensor(244263.3125, device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(16215.3096, device='cuda:0')","tensor(2023935.2500, device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(2096.7371, device='cuda:0')","tensor(285173.1562, device='cuda:0')","tensor(0.0215, device='cuda:0')"
"tensor(14344.6963, device='cuda:0')","tensor(1965897.5000, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(1430.5131, device='cuda:0')","tensor(129109.8125, device='cuda:0')","tensor(0.0209, device='cuda:0')"
"tensor(18148.3848, device='cuda:0')","tensor(1861846.7500, device='cuda:0')","tensor(0.0094, device='cuda:0')"
"tensor(2862.4172, device='cuda:0')","tensor(771694.7500, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(31571.2480, device='cuda:0')","tensor(6349699.5000, device='cuda:0')","tensor(0.0314, device='cuda:0')"
"tensor(79.6456, device='cuda:0')","tensor(34662.7578, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(72607.0078, device='cuda:0')","tensor(52190328., device='cuda:0')","tensor(0.0317, device='cuda:0')"
"tensor(84812.1797, device='cuda:0')","tensor(77319920., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(17611.4395, device='cuda:0')","tensor(29117422., device='cuda:0')","tensor(0.0311, device='cuda:0')"
"tensor(54319.2539, device='cuda:0')","tensor(33313882., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(9871.6875, device='cuda:0')","tensor(8999042., device='cuda:0')","tensor(0.0306, device='cuda:0')"
"tensor(44821.4336, device='cuda:0')","tensor(21709510., device='cuda:0')","tensor(0.0036, device='cuda:0')"
"tensor(10445.0352, device='cuda:0')","tensor(9828979., device='cuda:0')","tensor(0.0299, device='cuda:0')"
"tensor(26683.1875, device='cuda:0')","tensor(8909866., device='cuda:0')","tensor(0.0041, device='cuda:0')"
"tensor(6124.3867, device='cuda:0')","tensor(3286331.5000, device='cuda:0')","tensor(0.0291, device='cuda:0')"
"tensor(20653.8887, device='cuda:0')","tensor(5689570., device='cuda:0')","tensor(0.0044, device='cuda:0')"
